Idade,Atrito,Viagens de negócios,Taxa Diária,Departamento,Distância de casa,Educação,Campo de Educação,Contagem de funcionários,Número do funcionário,Satisfação Ambiental,Gênero,Taxa horária,Envolvimento no Trabalho,Nível do trabalho,Função do Trabalho,Satisfação no Trabalho,Estado civil,Renda Mensal,Taxa Mensal,NumCompaniesWorked,Maiores de 18 anos,Ao longo do tempo,PorcentagemSalárioCaminhada,Classificação de desempenho,RelacionamentoSatisfação,Horas Padrão,Nível de opção de estoque,Total de anos de trabalho,Tempos de treinamentoÚltimo ano,WorkLifeBalance,AnosNaEmpresa,Anos na função atual,AnosDesdeÚltimaPromoção,AnosComCurrManager
36,Não,Viajar_Raramente,922,Pesquisa e Desenvolvimento,3,2,Ciências da Vida,1,155,1,Fêmea,39,3,1,Técnico de Laboratório,4,Divorciado,2835,2561,5,S,Não,22,4,1,80,1,7,2,3,1,0,0,0
43,Não,Viajar_Frequentemente,394,Vendas,26,2,Ciências da Vida,1,158,3,Macho,92,3,4,Gerente,4,Casado,16959,19494,1,S,Sim,12,3,4,80,2,25,3,4,25,12,4,12
30,Não,Viajar_Frequentemente,1312,Pesquisa e Desenvolvimento,23,3,Ciências da Vida,1,159,1,Macho,96,1,1,Cientista Pesquisador,3,Divorciado,2613,22310,1,S,Não,25,4,3,80,3,10,2,2,10,7,0,9
33,Não,Não viagem,750,Vendas,22,2,Marketing,1,160,3,Macho,95,3,2,Executivo de vendas,2,Casado,6146,15480,0,S,Não,13,3,1,80,1,8,2,4,7,7,0,7
56,Sim,Viajar_Raramente,441,Pesquisa e Desenvolvimento,14,4,Ciências da Vida,1,161,2,Fêmea,72,3,1,Cientista Pesquisador,2,Casado,4963,4510,9,S,Sim,18,3,1,80,3,7,2,3,5,4,4,3
51,Não,Viajar_Raramente,684,Pesquisa e Desenvolvimento,6,3,Ciências da Vida,1,162,1,Macho,51,3,5,Diretor de Pesquisa,3,Solteiro,19537,6462,7,S,Não,13,3,3,80,0,23,5,3,20,18,15,15
31,Sim,Viajar_Raramente,249,Vendas,6,4,Ciências da Vida,1,163,2,Macho,76,1,2,Executivo de vendas,3,Casado,6172,20739,4,S,Sim,18,3,2,80,0,12,3,2,7,7,7,7
26,Não,Viajar_Raramente,841,Pesquisa e Desenvolvimento,6,3,Outro,1,164,3,Fêmea,46,2,1,Cientista Pesquisador,2,Casado,2368,23300,1,S,Não,19,3,3,80,0,5,3,2,5,4,4,3
58,Sim,Viajar_Raramente,147,Pesquisa e Desenvolvimento,23,4,Médico,1,165,4,Fêmea,94,3,3,Representante de saúde,4,Casado,10312,3465,1,S,Não,12,3,4,80,1,40,3,2,40,10,15,6
19,Sim,Viajar_Raramente,528,Vendas,22,1,Marketing,1,167,4,Macho,50,3,1,Representante de vendas,3,Solteiro,1675,26820,1,S,Sim,19,3,4,80,0,0,2,2,0,0,0,0
22,Não,Viajar_Raramente,594,Pesquisa e Desenvolvimento,2,1,Grau Técnico,1,169,3,Macho,100,3,1,Técnico de Laboratório,4,Casado,2523,19299,0,S,Não,14,3,3,80,1,3,2,3,2,1,2,1
49,Não,Viajar_Raramente,470,Pesquisa e Desenvolvimento,20,4,Médico,1,170,3,Fêmea,96,3,2,Diretor de Manufatura,1,Casado,6567,5549,1,S,Não,14,3,3,80,0,16,2,2,15,11,5,11
43,Não,Viajar_Frequentemente,957,Pesquisa e Desenvolvimento,28,3,Médico,1,171,2,Fêmea,72,4,1,Cientista Pesquisador,3,Solteiro,4739,16090,4,S,Não,12,3,4,80,0,18,2,3,3,2,1,2
50,Não,Viajar_Frequentemente,809,Vendas,12,3,Marketing,1,174,3,Fêmea,77,3,3,Executivo de vendas,4,Solteiro,9208,6645,4,S,Não,11,3,4,80,0,16,3,3,2,2,2,1
31,Sim,Viajar_Raramente,542,Vendas,20,3,Ciências da Vida,1,175,2,Fêmea,71,1,2,Executivo de vendas,3,Casado,4559,24788,3,S,Sim,11,3,3,80,1,4,2,3,2,2,2,2
41,Não,Viajar_Raramente,802,Vendas,9,1,Ciências da Vida,1,176,3,Macho,96,3,3,Executivo de vendas,3,Divorciado,8189,21196,3,S,Sim,13,3,3,80,1,12,2,3,9,7,0,7
26,Não,Viajar_Raramente,1355,Recursos Humanos,25,1,Ciências da Vida,1,177,3,Fêmea,61,3,1,Recursos Humanos,3,Casado,2942,8916,1,S,Não,23,4,4,80,1,8,3,3,8,7,5,7
36,Não,Viajar_Raramente,216,Pesquisa e Desenvolvimento,6,2,Médico,1,178,2,Macho,84,3,2,Diretor de Manufatura,2,Divorciado,4941,2819,6,S,Não,20,4,4,80,2,7,0,3,3,2,0,1
51,Sim,Viajar_Frequentemente,1150,Pesquisa e Desenvolvimento,8,4,Ciências da Vida,1,179,1,Macho,53,1,3,Diretor de Manufatura,4,Solteiro,10650,25150,2,S,Não,15,3,4,80,0,18,2,3,4,2,0,3
39,Não,Viajar_Raramente,1329,Vendas,4,4,Ciências da Vida,1,182,4,Fêmea,47,2,2,Executivo de vendas,3,Casado,5902,14590,4,S,Não,14,3,3,80,1,17,1,4,15,11,5,9
25,Não,Viajar_Raramente,959,Vendas,28,3,Ciências da Vida,1,183,1,Macho,41,2,2,Executivo de vendas,3,Casado,8639,24835,2,S,Não,18,3,4,80,0,6,3,3,2,2,2,2
30,Não,Viajar_Raramente,1240,Recursos Humanos,9,3,Recursos Humanos,1,184,3,Macho,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,S,Sim,19,3,4,80,0,12,2,1,11,9,4,7
32,Sim,Viajar_Raramente,1033,Pesquisa e Desenvolvimento,9,3,Médico,1,190,1,Fêmea,41,3,1,Técnico de Laboratório,1,Solteiro,4200,10224,7,S,Não,22,4,1,80,0,10,2,4,5,4,0,4
45,Não,Viajar_Raramente,1316,Pesquisa e Desenvolvimento,29,3,Médico,1,192,3,Macho,83,3,1,Cientista Pesquisador,4,Solteiro,3452,9752,5,S,Não,13,3,2,80,0,9,2,2,6,5,0,3
38,Não,Viajar_Raramente,364,Pesquisa e Desenvolvimento,3,5,Grau Técnico,1,193,4,Fêmea,32,3,2,Cientista Pesquisador,3,Solteiro,4317,2302,3,S,Sim,20,4,2,80,0,19,2,3,3,2,2,2
30,Não,Viajar_Raramente,438,Pesquisa e Desenvolvimento,18,3,Ciências da Vida,1,194,1,Fêmea,75,3,1,Cientista Pesquisador,3,Solteiro,2632,23910,1,S,Não,14,3,3,80,0,5,4,2,5,4,0,4
32,Não,Viajar_Frequentemente,689,Vendas,9,2,Médico,1,195,4,Macho,35,1,2,Executivo de vendas,4,Divorciado,4668,22812,0,S,Não,17,3,4,80,3,9,2,4,8,7,0,7
30,Não,Viajar_Raramente,201,Pesquisa e Desenvolvimento,5,3,Grau Técnico,1,197,4,Fêmea,84,3,1,Cientista Pesquisador,1,Divorciado,3204,10415,5,S,Não,14,3,4,80,1,8,3,3,3,2,2,2
30,Não,Viajar_Raramente,1427,Pesquisa e Desenvolvimento,2,1,Médico,1,198,2,Macho,35,2,1,Técnico de Laboratório,4,Solteiro,2720,11162,0,S,Não,13,3,4,80,0,6,3,3,5,3,1,2
41,Não,Viajar_Frequentemente,857,Pesquisa e Desenvolvimento,10,3,Ciências da Vida,1,199,4,Macho,91,2,4,Gerente,1,Divorciado,17181,12888,4,S,Não,13,3,2,80,1,21,2,2,7,6,7,7
41,Não,Viajar_Raramente,933,Pesquisa e Desenvolvimento,9,4,Ciências da Vida,1,200,3,Macho,94,3,1,Técnico de Laboratório,1,Casado,2238,6961,2,S,Não,21,4,4,80,1,7,2,3,5,0,1,4
19,Não,Viajar_Raramente,1181,Pesquisa e Desenvolvimento,3,1,Médico,1,201,2,Fêmea,79,3,1,Técnico de Laboratório,2,Solteiro,1483,16102,1,S,Não,14,3,4,80,0,1,3,3,1,0,0,0
40,Não,Viajar_Frequentemente,1395,Pesquisa e Desenvolvimento,26,3,Médico,1,202,2,Fêmea,54,3,2,Cientista Pesquisador,2,Divorciado,5605,8504,1,S,Não,11,3,1,80,1,20,2,3,20,7,2,13
35,Não,Viajar_Raramente,662,Vendas,1,5,Marketing,1,204,3,Macho,94,3,3,Executivo de vendas,2,Casado,7295,11439,1,S,Não,13,3,1,80,2,10,3,3,10,8,0,6
53,Não,Viajar_Raramente,1436,Vendas,6,2,Marketing,1,205,2,Macho,34,3,2,Representante de vendas,3,Casado,2306,16047,2,S,Sim,20,4,4,80,1,13,3,1,7,7,4,5
45,Não,Viajar_Raramente,194,Pesquisa e Desenvolvimento,9,3,Ciências da Vida,1,206,2,Macho,60,3,2,Técnico de Laboratório,2,Divorciado,2348,10901,8,S,Não,18,3,3,80,1,20,2,1,17,9,0,15
32,Não,Viajar_Frequentemente,967,Vendas,8,3,Marketing,1,207,2,Fêmea,43,3,3,Executivo de vendas,4,Solteiro,8998,15589,1,S,Não,14,3,4,80,0,9,2,3,9,8,3,7
29,Não,Não viagem,1496,Pesquisa e Desenvolvimento,1,1,Grau Técnico,1,208,4,Macho,41,3,2,Diretor de Manufatura,3,Casado,4319,26283,1,S,Não,13,3,1,80,1,10,1,3,10,7,0,9
51,Não,Viajar_Raramente,1169,Pesquisa e Desenvolvimento,7,4,Médico,1,211,2,Macho,34,2,2,Diretor de Manufatura,3,Casado,6132,13983,2,S,Não,17,3,3,80,0,10,2,3,1,0,0,0
58,Não,Viajar_Raramente,1145,Pesquisa e Desenvolvimento,9,3,Médico,1,214,2,Fêmea,75,2,1,Cientista Pesquisador,2,Casado,3346,11873,4,S,Sim,20,4,2,80,1,9,3,2,1,0,0,0
40,Não,Viajar_Raramente,630,Vendas,4,4,Marketing,1,215,3,Macho,67,2,3,Executivo de vendas,4,Casado,10855,8552,7,S,Não,11,3,1,80,1,15,2,2,12,11,2,11
34,Não,Viajar_Frequentemente,303,Vendas,2,4,Marketing,1,216,3,Fêmea,75,3,1,Representante de vendas,3,Casado,2231,11314,6,S,Não,18,3,4,80,1,6,3,3,4,3,1,2
22,Não,Viajar_Raramente,1256,Pesquisa e Desenvolvimento,19,1,Médico,1,217,3,Macho,80,3,1,Cientista Pesquisador,4,Casado,2323,11992,1,S,Não,24,4,1,80,2,2,6,3,2,2,2,2
27,Não,Não viagem,691,Pesquisa e Desenvolvimento,9,3,Médico,1,218,4,Macho,57,3,1,Cientista Pesquisador,2,Divorciado,2024,5970,6,S,Não,18,3,4,80,1,6,1,1,2,2,2,2
28,Não,Viajar_Raramente,440,Pesquisa e Desenvolvimento,21,3,Médico,1,221,3,Macho,42,3,1,Cientista Pesquisador,4,Casado,2713,6672,1,S,Não,11,3,3,80,1,5,2,1,5,2,0,2
57,Não,Viajar_Raramente,334,Pesquisa e Desenvolvimento,24,2,Ciências da Vida,1,223,3,Macho,83,4,3,Representante de saúde,4,Divorciado,9439,23402,3,S,Sim,16,3,2,80,1,12,2,1,5,3,1,4
27,Não,Não viagem,1450,Pesquisa e Desenvolvimento,3,3,Médico,1,224,3,Macho,79,2,1,Cientista Pesquisador,3,Divorciado,2566,25326,1,S,Sim,15,3,4,80,1,1,2,2,1,1,0,1
50,Não,Viajar_Raramente,1452,Pesquisa e Desenvolvimento,11,3,Ciências da Vida,1,226,3,Fêmea,53,3,5,Gerente,2,Solteiro,19926,17053,3,S,Não,15,3,2,80,0,21,5,3,5,4,4,4
41,Não,Viajar_Raramente,465,Pesquisa e Desenvolvimento,14,3,Ciências da Vida,1,227,1,Macho,56,3,1,Cientista Pesquisador,3,Divorciado,2451,4609,4,S,Não,12,3,1,80,1,13,2,3,9,8,1,8
30,Não,Viajar_Raramente,1339,Vendas,5,3,Ciências da Vida,1,228,2,Fêmea,41,3,3,Executivo de vendas,4,Casado,9419,8053,2,S,Não,12,3,3,80,1,12,2,3,10,9,7,4
38,Não,Viajar_Raramente,702,Vendas,1,4,Ciências da Vida,1,230,1,Fêmea,59,2,2,Executivo de vendas,4,Solteiro,8686,12930,4,S,Não,22,4,3,80,0,12,2,4,8,3,0,7
32,Não,Viajar_Raramente,120,Pesquisa e Desenvolvimento,6,5,Ciências da Vida,1,231,3,Macho,43,3,1,Cientista Pesquisador,3,Solteiro,3038,12430,3,S,Não,20,4,1,80,0,8,2,3,5,4,1,4
27,Não,Viajar_Raramente,1157,Pesquisa e Desenvolvimento,17,3,Grau Técnico,1,233,3,Macho,51,3,1,Cientista Pesquisador,2,Casado,3058,13364,0,S,Sim,16,3,4,80,1,6,3,2,5,2,1,1
19,Sim,Viajar_Frequentemente,602,Vendas,1,1,Grau Técnico,1,235,3,Fêmea,100,1,1,Representante de vendas,1,Solteiro,2325,20989,0,S,Não,21,4,1,80,0,1,5,4,0,0,0,0
36,Não,Viajar_Frequentemente,1480,Pesquisa e Desenvolvimento,3,2,Médico,1,238,4,Macho,30,3,1,Técnico de Laboratório,2,Solteiro,2088,15062,4,S,Não,12,3,3,80,0,13,3,2,8,7,7,2
30,Não,Não viagem,111,Pesquisa e Desenvolvimento,9,3,Médico,1,239,3,Macho,66,3,2,Técnico de Laboratório,1,Divorciado,3072,11012,1,S,Não,11,3,3,80,2,12,4,3,12,9,6,10
45,Não,Viajar_Raramente,1268,Vendas,4,2,Ciências da Vida,1,240,3,Fêmea,30,3,2,Executivo de vendas,1,Divorciado,5006,6319,4,S,Sim,11,3,1,80,1,9,3,4,5,4,0,3
56,Não,Viajar_Raramente,713,Pesquisa e Desenvolvimento,8,3,Ciências da Vida,1,241,3,Fêmea,67,3,1,Cientista Pesquisador,1,Divorciado,4257,13939,4,S,Sim,18,3,3,80,1,19,3,3,2,2,2,2
33,Não,Viajar_Raramente,134,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,242,3,Macho,90,3,1,Cientista Pesquisador,4,Solteiro,2500,10515,0,S,Não,14,3,1,80,0,4,2,4,3,1,0,2
19,Sim,Viajar_Raramente,303,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,243,2,Macho,47,2,1,Técnico de Laboratório,4,Solteiro,1102,9241,1,S,Não,22,4,3,80,0,1,3,2,1,0,1,0
46,Não,Viajar_Raramente,526,Vendas,1,2,Marketing,1,244,2,Fêmea,92,3,3,Executivo de vendas,1,Divorciado,10453,2137,1,S,Não,25,4,3,80,3,24,2,3,24,13,15,7
38,Não,Viajar_Raramente,1380,Pesquisa e Desenvolvimento,9,2,Ciências da Vida,1,245,3,Fêmea,75,3,1,Técnico de Laboratório,4,Solteiro,2288,6319,1,S,Não,12,3,3,80,0,2,3,3,2,2,2,1
31,Não,Viajar_Raramente,140,Pesquisa e Desenvolvimento,12,1,Médico,1,246,3,Fêmea,95,3,1,Cientista Pesquisador,4,Casado,3929,6984,8,S,Sim,23,4,3,80,1,7,0,3,4,2,0,2
34,Não,Viajar_Raramente,629,Pesquisa e Desenvolvimento,27,2,Médico,1,247,4,Fêmea,95,3,1,Cientista Pesquisador,2,Solteiro,2311,5711,2,S,Não,15,3,4,80,0,9,3,3,3,2,1,2
41,Sim,Viajar_Raramente,1356,Vendas,20,2,Marketing,1,248,2,Fêmea,70,3,1,Representante de vendas,2,Solteiro,3140,21728,1,S,Sim,22,4,4,80,0,4,5,2,4,3,0,2
50,Não,Viajar_Raramente,328,Pesquisa e Desenvolvimento,1,3,Médico,1,249,3,Macho,86,2,1,Técnico de Laboratório,3,Casado,3690,3425,2,S,Não,15,3,4,80,1,5,2,2,3,2,0,2
53,Não,Viajar_Raramente,1084,Pesquisa e Desenvolvimento,13,2,Médico,1,250,4,Fêmea,57,4,2,Diretor de Manufatura,1,Divorciado,4450,26250,1,S,Não,11,3,3,80,2,5,3,3,4,2,1,3
33,Não,Viajar_Raramente,931,Pesquisa e Desenvolvimento,14,3,Médico,1,252,4,Fêmea,72,3,1,Cientista Pesquisador,2,Casado,2756,4673,1,S,Não,13,3,4,80,1,8,5,3,8,7,1,6
40,Não,Viajar_Raramente,989,Pesquisa e Desenvolvimento,4,1,Médico,1,253,4,Fêmea,46,3,5,Gerente,3,Casado,19033,6499,1,S,Não,14,3,2,80,1,21,2,3,20,8,9,9
55,Não,Viajar_Raramente,692,Pesquisa e Desenvolvimento,14,4,Médico,1,254,3,Macho,61,4,5,Diretor de Pesquisa,2,Solteiro,18722,13339,8,S,Não,11,3,4,80,0,36,3,3,24,15,2,15
34,Não,Viajar_Frequentemente,1069,Pesquisa e Desenvolvimento,2,1,Ciências da Vida,1,256,4,Macho,45,2,2,Diretor de Manufatura,3,Casado,9547,14074,1,S,Não,17,3,3,80,0,10,2,2,10,9,1,9
51,Não,Viajar_Raramente,313,Pesquisa e Desenvolvimento,3,3,Médico,1,258,4,Fêmea,98,3,4,Representante de saúde,2,Solteiro,13734,7192,3,S,Não,18,3,3,80,0,21,6,3,7,7,1,0
52,Não,Viajar_Raramente,699,Pesquisa e Desenvolvimento,1,4,Ciências da Vida,1,259,3,Macho,65,2,5,Gerente,3,Casado,19999,5678,0,S,Não,14,3,1,80,1,34,5,3,33,18,11,9
27,Não,Viajar_Raramente,894,Pesquisa e Desenvolvimento,9,3,Médico,1,260,4,Fêmea,99,3,1,Cientista Pesquisador,2,Solteiro,2279,11781,1,S,Não,16,3,4,80,0,7,2,2,7,7,0,3
35,Sim,Viajar_Raramente,556,Pesquisa e Desenvolvimento,23,2,Ciências da Vida,1,261,2,Macho,50,2,2,Diretor de Manufatura,3,Casado,5916,15497,3,S,Sim,13,3,1,80,0,8,1,3,1,0,0,1
43,Não,Não viagem,1344,Pesquisa e Desenvolvimento,7,3,Médico,1,262,4,Macho,37,4,1,Cientista Pesquisador,4,Divorciado,2089,5228,4,S,Não,14,3,4,80,3,7,3,4,5,4,2,2
45,Não,Não viagem,1195,Pesquisa e Desenvolvimento,2,2,Médico,1,264,1,Macho,65,2,4,Gerente,4,Casado,16792,20462,9,S,Não,23,4,4,80,1,22,1,3,20,8,11,8
37,Não,Viajar_Raramente,290,Pesquisa e Desenvolvimento,21,3,Ciências da Vida,1,267,2,Macho,65,4,1,Cientista Pesquisador,1,Casado,3564,22977,1,S,Sim,12,3,1,80,1,8,3,2,8,7,1,7
35,Não,Viajar_Frequentemente,138,Pesquisa e Desenvolvimento,2,3,Médico,1,269,2,Fêmea,37,3,2,Técnico de Laboratório,2,Solteiro,4425,15986,5,S,Não,11,3,4,80,0,10,5,3,6,2,1,2
42,Não,Não viagem,926,Pesquisa e Desenvolvimento,21,2,Médico,1,270,3,Fêmea,36,3,2,Diretor de Manufatura,3,Divorciado,5265,16439,2,S,Não,16,3,2,80,1,11,5,3,5,3,0,2
38,Não,Viajar_Raramente,1261,Pesquisa e Desenvolvimento,2,4,Ciências da Vida,1,271,4,Macho,88,3,2,Diretor de Manufatura,3,Casado,6553,7259,9,S,Não,14,3,2,80,0,14,3,3,1,0,0,0
38,Não,Viajar_Raramente,1084,Pesquisa e Desenvolvimento,29,3,Grau Técnico,1,273,4,Macho,54,3,2,Diretor de Manufatura,4,Casado,6261,4185,3,S,Não,18,3,1,80,1,9,3,1,7,7,1,7
27,Não,Viajar_Frequentemente,472,Pesquisa e Desenvolvimento,1,1,Grau Técnico,1,274,3,Macho,60,2,2,Diretor de Manufatura,1,Casado,4298,9679,5,S,Não,19,3,3,80,1,6,1,3,2,2,2,0
49,Não,Não viagem,1002,Pesquisa e Desenvolvimento,18,4,Ciências da Vida,1,275,4,Macho,92,3,2,Diretor de Manufatura,4,Divorciado,6804,23793,1,S,Sim,15,3,1,80,2,7,0,3,7,7,1,7
34,Não,Viajar_Frequentemente,878,Pesquisa e Desenvolvimento,10,4,Médico,1,277,4,Macho,43,3,1,Cientista Pesquisador,3,Divorciado,3815,5972,1,S,Sim,17,3,4,80,1,5,4,4,5,3,2,0
40,Não,Viajar_Raramente,905,Pesquisa e Desenvolvimento,19,2,Médico,1,281,3,Macho,99,3,2,Técnico de Laboratório,4,Casado,2741,16523,8,S,Sim,15,3,3,80,1,15,2,4,7,2,3,7
38,Sim,Viajar_Raramente,1180,Pesquisa e Desenvolvimento,29,1,Médico,1,282,2,Macho,70,3,2,Representante de saúde,1,Casado,6673,11354,7,S,Sim,19,3,2,80,0,17,2,3,1,0,0,0
29,Sim,Viajar_Raramente,121,Vendas,27,3,Marketing,1,283,2,Fêmea,35,3,3,Executivo de vendas,4,Casado,7639,24525,1,S,Não,22,4,4,80,3,10,3,2,10,4,1,9
22,Não,Viajar_Raramente,1136,Pesquisa e Desenvolvimento,5,3,Ciências da Vida,1,284,4,Macho,60,4,1,Cientista Pesquisador,2,Divorciado,2328,12392,1,S,Sim,16,3,1,80,1,4,2,2,4,2,2,2
36,Não,Viajar_Frequentemente,635,Pesquisa e Desenvolvimento,18,1,Médico,1,286,2,Fêmea,73,3,1,Técnico de Laboratório,4,Solteiro,2153,7703,1,S,Não,13,3,1,80,0,8,2,3,8,1,1,7
40,Não,Não viagem,1151,Pesquisa e Desenvolvimento,9,5,Ciências da Vida,1,287,4,Macho,63,2,2,Representante de saúde,4,Casado,4876,14242,9,S,Não,14,3,4,80,1,5,5,1,3,2,0,2
46,Não,Viajar_Raramente,644,Pesquisa e Desenvolvimento,1,4,Médico,1,288,4,Macho,97,3,3,Representante de saúde,1,Divorciado,9396,12368,7,S,Não,16,3,3,80,1,17,3,3,4,2,0,3
32,Sim,Viajar_Raramente,1045,Vendas,4,4,Médico,1,291,4,Macho,32,1,3,Executivo de vendas,4,Casado,10400,25812,1,S,Não,11,3,3,80,0,14,2,2,14,8,9,8
30,Não,Não viagem,829,Pesquisa e Desenvolvimento,1,1,Ciências da Vida,1,292,3,Macho,88,2,3,Diretor de Manufatura,3,Solteiro,8474,20925,1,S,Não,22,4,3,80,0,12,2,3,11,8,5,8
27,Não,Viajar_Frequentemente,1242,Vendas,20,3,Ciências da Vida,1,293,4,Fêmea,90,3,2,Executivo de vendas,3,Solteiro,9981,12916,1,S,Não,14,3,4,80,0,7,2,3,7,7,0,7
51,Não,Viajar_Raramente,1469,Pesquisa e Desenvolvimento,8,4,Ciências da Vida,1,296,2,Macho,81,2,3,Diretor de Pesquisa,2,Casado,12490,15736,5,S,Não,16,3,4,80,2,16,5,1,10,9,4,7
30,Sim,Viajar_Raramente,1005,Pesquisa e Desenvolvimento,3,3,Grau Técnico,1,297,4,Fêmea,88,3,1,Cientista Pesquisador,1,Solteiro,2657,8556,5,S,Sim,11,3,3,80,0,8,5,3,5,2,0,4
41,Não,Viajar_Raramente,896,Vendas,6,3,Ciências da Vida,1,298,4,Fêmea,75,3,3,Gerente,4,Solteiro,13591,14674,3,S,Sim,18,3,3,80,0,16,3,3,1,0,0,0
30,Sim,Viajar_Frequentemente,334,Vendas,26,4,Marketing,1,299,3,Fêmea,52,2,2,Executivo de vendas,1,Solteiro,6696,22967,5,S,Não,15,3,3,80,0,9,5,2,6,3,0,1
29,Sim,Viajar_Raramente,992,Pesquisa e Desenvolvimento,1,3,Grau Técnico,1,300,3,Macho,85,3,1,Cientista Pesquisador,3,Solteiro,2058,19757,0,S,Não,14,3,4,80,0,7,1,2,6,2,1,5
45,Não,Não viagem,1052,Vendas,6,3,Médico,1,302,4,Fêmea,57,2,3,Executivo de vendas,4,Solteiro,8865,16840,6,S,Não,12,3,4,80,0,23,2,3,19,7,12,8
54,Não,Viajar_Raramente,1147,Vendas,3,3,Marketing,1,303,4,Fêmea,52,3,2,Executivo de vendas,1,Casado,5940,17011,2,S,Não,14,3,4,80,1,16,4,3,6,2,0,5
36,Não,Viajar_Raramente,1396,Pesquisa e Desenvolvimento,5,2,Ciências da Vida,1,304,4,Macho,62,3,2,Técnico de Laboratório,2,Solteiro,5914,9945,8,S,Não,16,3,4,80,0,16,3,4,13,11,3,7
33,Não,Viajar_Raramente,147,Pesquisa e Desenvolvimento,4,4,Médico,1,305,3,Fêmea,47,2,1,Cientista Pesquisador,2,Casado,2622,13248,6,S,Não,21,4,4,80,0,7,3,3,3,2,1,1
37,Não,Viajar_Frequentemente,663,Pesquisa e Desenvolvimento,11,3,Outro,1,306,2,Macho,47,3,3,Diretor de Pesquisa,4,Divorciado,12185,10056,1,S,Sim,14,3,3,80,3,10,1,3,10,8,0,7
38,Não,Viajar_Raramente,119,Vendas,3,3,Ciências da Vida,1,307,1,Macho,76,3,3,Executivo de vendas,3,Divorciado,10609,9647,0,S,Não,12,3,3,80,2,17,6,2,16,10,5,13
31,Não,Não viagem,979,Pesquisa e Desenvolvimento,1,4,Médico,1,308,3,Macho,90,1,2,Diretor de Manufatura,3,Casado,4345,4381,0,S,Não,12,3,4,80,1,6,2,3,5,4,1,4
59,Não,Viajar_Raramente,142,Pesquisa e Desenvolvimento,3,3,Ciências da Vida,1,309,3,Macho,70,2,1,Cientista Pesquisador,4,Casado,2177,8456,3,S,Não,17,3,1,80,1,7,6,3,1,0,0,0
37,Não,Viajar_Frequentemente,319,Vendas,4,4,Marketing,1,311,1,Macho,41,3,1,Representante de vendas,4,Divorciado,2793,2539,4,S,Não,17,3,3,80,1,13,2,3,9,8,5,8
29,Não,Viajar_Frequentemente,1413,Vendas,1,1,Médico,1,312,2,Fêmea,42,3,3,Executivo de vendas,4,Casado,7918,6599,1,S,Não,14,3,4,80,1,11,5,3,11,10,4,1
35,Não,Viajar_Frequentemente,944,Vendas,1,3,Marketing,1,314,3,Fêmea,92,3,3,Executivo de vendas,3,Solteiro,8789,9096,1,S,Não,14,3,1,80,0,10,3,4,10,7,0,8
29,Sim,Viajar_Raramente,896,Pesquisa e Desenvolvimento,18,1,Médico,1,315,3,Macho,86,2,1,Cientista Pesquisador,4,Solteiro,2389,14961,1,S,Sim,13,3,3,80,0,4,3,2,4,3,0,1
52,Não,Viajar_Raramente,1323,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,316,3,Fêmea,89,2,1,Técnico de Laboratório,4,Solteiro,3212,3300,7,S,Não,15,3,2,80,0,6,3,2,2,2,2,2
42,Não,Viajar_Raramente,532,Pesquisa e Desenvolvimento,4,2,Grau Técnico,1,319,3,Macho,58,3,5,Gerente,4,Casado,19232,4933,1,S,Não,11,3,4,80,0,22,3,3,22,17,11,15
59,Não,Viajar_Raramente,818,Recursos Humanos,6,2,Médico,1,321,2,Macho,52,3,1,Recursos Humanos,3,Casado,2267,25657,8,S,Não,17,3,4,80,0,7,2,2,2,2,2,2
50,Não,Viajar_Raramente,854,Vendas,1,4,Médico,1,323,4,Fêmea,68,3,5,Gerente,4,Divorciado,19517,24118,3,S,Não,11,3,3,80,1,32,3,2,7,0,0,6
33,Sim,Viajar_Raramente,813,Pesquisa e Desenvolvimento,14,3,Médico,1,325,3,Macho,58,3,1,Técnico de Laboratório,4,Casado,2436,22149,5,S,Sim,13,3,3,80,1,8,2,1,5,4,0,4
43,Não,Viajar_Raramente,1034,Vendas,16,3,Marketing,1,327,4,Fêmea,80,3,4,Gerente,4,Casado,16064,7744,5,S,Sim,22,4,3,80,1,22,3,3,17,13,1,9
33,Sim,Viajar_Raramente,465,Pesquisa e Desenvolvimento,2,2,Ciências da Vida,1,328,1,Fêmea,39,3,1,Técnico de Laboratório,1,Casado,2707,21509,7,S,Não,20,4,1,80,0,13,3,4,9,7,1,7
52,Não,Não viagem,771,Vendas,2,4,Ciências da Vida,1,329,1,Macho,79,2,5,Gerente,3,Solteiro,19068,21030,1,S,Sim,18,3,4,80,0,33,2,4,33,7,15,12
32,Não,Viajar_Raramente,1401,Vendas,4,2,Ciências da Vida,1,330,3,Fêmea,56,3,1,Representante de vendas,2,Casado,3931,20990,2,S,Não,11,3,1,80,1,6,5,3,4,3,1,2
32,Sim,Viajar_Raramente,515,Pesquisa e Desenvolvimento,1,3,Ciências da Vida,1,331,4,Macho,62,2,1,Técnico de Laboratório,3,Solteiro,3730,9571,0,S,Sim,14,3,4,80,0,4,2,1,3,2,1,2
